" Send auto-generated password",发送自动产生的密码
"* Required Fields",*必要字段
"A total of %1 record(s) were deleted.",共%1条记录被删除。
"A total of %1 record(s) were updated.",共%1条记录被更新。
"ALL GROUPS",所有组
"Account Created in:",账户创建于：
"Account Created on (%1):",账户创建于（%1）：
"Account Created on:",账户创建于：
"Account Dashboard",账户面板
"Account Information",账户信息
"Account Sharing Options",账户分享选项
"Account confirmation is required. Please, check your e-mail for confirmation link. To resend confirmation email please <a href=""%1"">click here</a>.","账户信息是必须的。请使用您电子邮件中的确认链接。要重新发送确认电子邮件，请 <a href=""%1"">点击这里</a>。"
"Account confirmation is required. Please, check your email for the confirmation link. To resend the confirmation email please <a href=""%1"">click here</a>.","账户信息是必须的。请使用您电子邮件中的确认链接。要重新发送确认电子邮件，请 <a href=""%1"">点击这里</a>。"
Action,操作
"Add New Address",添加新地址
"Add New Customer",添加新顾客
"Add New Customer Group",添加新顾客组
"Additional Address Entries",额外地址行
Address,地址
"Address Book",地址簿
"Address Books",地簿簿
"Address Information",地址信息
"Address Templates",地址模板
Addresses,地址
Admin,管理员
All,全部
"All Customers",所有顾客
"All Store Views",所有店铺视图
"All countries",所有国家
"Always optional.",总是可选。
Amount,数量
"An error occurred while deleting the address.",删除该地址时遇到了错误。
"An error occurred while resetting customer password.",当重置顾客密码时发生错误。
"An error occurred while saving the customer.",保存顾客时发生错误。
Approved,已批准
"Are you sure that you want to remove this item?",您是否确认要删除该内容？
"Are you sure you want to delete this address?",您是否确认要删除该地址？
"Are you sure?",您是否确认？
"Assign a Customer Group",分配顾客组
"Associate to Website",关联到站点
"Average Sale",平均销售
Back,返回
"Back to Login",返回到登录界面
"Bad request.",请求有误。
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.",在我们店铺创建一个账号，将便于您更快结账，存储多个运送地址、查看和跟踪订单还有更多。
CSV,CSV
Cancel,取消
"Cannot save a new password.",无法保存新密码。
"Cannot save address.",无法保存地址。
"Cannot save the customer.",无法保存顾客。
"Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged.",无法全局分享顾客账户，因为某些顾客的账户所用的邮件地址在多个网站是相同的，无法合并。
"Change Account Password",更改账户密码
"Change Billing Address",更改账单地址
"Change Password",更改密码
"Change Shipping Address",更改送货地址
City,城市
Company,公司
Configure,配置
"Confirm New Password",确认新密码
"Confirm Password",确认密码
"Confirmation Link Email",确认链接邮件
Confirmed,已确认
"Confirmed email:",确认邮件：
"Contact Information",联系信息
"Continue Shopping",继续购物
Country,国家
Create,创建
"Create New Account Options",创建新账户选项
"Create New Customer Account",创建新顾客账户
"Create Order",创建订单
"Create a new password",创建新密码
"Create an Account",创建账户
"Current Password",当前密码
Customer,顾客
"Customer Addresses",顾客地址
"Customer Configuration",顾客配置
"Customer Group",顾客组
"Customer Group:",顾客组：
"Customer Groups",顾客组
"Customer Information",顾客信息
