"%s - Discounts and Coupons","%s - Rabatte und Gutscheine"
"%s - Special Products","%s - Sonderangebote"
"%s RSS Feed","%s RSS-Feed"
"%s has reached a quantity of %s.","%s hat eine Menge von %s erreicht."
"%s\'s Wishlist","%ss Wunschzettel"
"Cannot retrieve the wishlist","Kann den Wunschzettel nicht abrufen."
"Catalog","Katalog"
"Category Feeds","Feeds aus Kategorien"
"Click for price","Klicken für den Preis"
"Comment: %s<br/>","Kommentar: %s<br/>"
"Coupons/Discounts","Gutscheine/Rabatte"
"Current Status: %s<br/>","Aktueller Stand: %s<br/>"
"Customer Name: %s","Kundenname: %s"
"Customer Order Status Notification","Benachrichtigung zum Stand der Kundenbestellung"
"Details for %s #%s","Details für %s  #%s"
"Discount","Rabatt"
"Discount (%s)","Rabatt (%s)"
"Enable RSS","RSS-Feed aktivieren"
"Error in processing xml. %s","Fehler bei der XML-Bearbeitung von %s"
"From:","Von:"
"Get Feed","RSS-Feed abonnieren"
"Gift Message","Geschenkmitteilung"
"Grand Total","Gesamtbetrag"
"Low Stock Products","Produkte aud dem geringen Lagerbestand"
"Message:","Nachricht:"
"Miscellaneous Feeds","Verschiedene RSS-Feeds"
"New Orders","Neue Bestellungen"
"New Products","Neue Produkte"
"New Products from %s","Neue Produkte von %s"
"Notified Date: %s<br/>","Benachrichtigt am: %s<br/>"
"Order # %s Notification(s)","Benachrichtigung der Bestellung # von %s"
"Order #%s created at %s","Bestellung # von %s erstellt von %s"
"Pending product review(s)","Ausstehender Produktbericht"
"Product: ""%s"" review By: %s","Produkt: ""%s"" Bewertung Von: %s"
"Product: <a href=""%s"">%s</a> <br/>","Produkt: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Produkte gekennzeichnet mit %s"
"Purchased From: %s","Gekauft von: %s"
"RSS","RSS"
"RSS Feeds","RSS-Feeds"
"RSS Feeds List","Liste der RSS-Feeds"
"RSS Feeds Section","Bereich RSS-Feeds"
"Review: %s <br/>","Bericht: %s <br/>"
"Rss Config","RSS Konfig"
"Shipping &amp; Handling","Versand und Abwicklung"
"Special Products","Sonderangebote"
"Store: %s <br/>","Geschäft: %s <br/>"
"Subtotal","Zwischensumme"
"Summary of review: %s <br/>","Zusammenfassung des Berichtes: %s <br/>"
"Tags Products","Gekennzeichnete Produkte"
"Tax","Steuer"
"There are no Rss Feeds","Es gibt keine RSS-Feeds."
"To:","An:"
"Top Level Category","Kategorie auf höchster Ebene"
"Total: %s<br/>","Summe: %s<br/>"
"Wishlist","Wunschzettel"
"click <a href=""%s"">here</a> to view the review","Klicken Sie <a href=""%s"">hier</a> um die Bewertung zu sehen"
