"%s was added to your shopping cart.","%sをショッピングカートに追加しました。"
"%s was updated in your shopping cart.","%s が更新されました。"
"* Required Fields","* 必須項目"
"Add New Address","住所を追加"
"Add New Condition","新しい条件を追加"
"Add coupon code for shopping cart","カートの商品にクーポンを適用する"
"Add gift messages to shopping cart","カートの商品にギフトメッセージを追加する"
"Add product to shopping cart","カートに商品を追加する"
"Add product(s) to shopping cart","カートに商品を追加する"
"Add to Cart","カートに入れる"
"Add to Compare","比較リストに追加"
"Add to Wishlist","欲しい物リストに追加"
"Additional Product Info","追加商品情報"
"Address","番地"
"Address %s of %s","住所%s の %s"
"After Adding a Product Redirect to Shopping Cart","商品を追加後にショッピングカート画面にリダイレクトする"
"Allow Guest Checkout","ゲストチェックアウトを有効"
"Already registered?","登録はお済みですか？"
"An error occurred in the process of payment","決済処理中にエラーが発生しました"
"An error occurred while deleting this condition.","条件の削除中にエラーが発生しました。"
"An error occurred while saving this condition.","条件の保存中にエラーが発生しました。"
"Apply Coupon","クーポンを適用"
"Are you sure you would like to remove this item from the shopping cart?","このアイテムをショッピングカートから削除してもよろしいですか？"
"Back","戻る"
"Back to Billing Information","請求先情報に戻る"
"Back to Select Addresses","住所選択に戻る"
"Back to Shipping Information","発送情報に戻る"
"Back to Shopping Cart","ショッピングカートに戻る"
"Based on your selection, you may be interested in the following items:","あなたへのおすすめ"
"Billing Address","請求先住所"
"Billing Information","請求先情報"
"Billing Information - %s","請求先情報 - %s"
"Cancel Coupon","クーポンをキャンセルする"
"Cannot add item to the shopping cart.","商品をショッピングカートに追加できません。"
"Cannot add the item to shopping cart","商品をショッピングカートに追加できません。"
"Cannot add the item to shopping cart.","商品をショッピングカートに追加できません。"
"Cannot apply the coupon code.","クーポンコードを適用できません。"
"Cannot configure product.","商品を構成できません。"
"Cannot open the overview page","確認画面を開けません。"
"Cannot process the item.","商品を処理できません"
"Cannot remove the item.","商品を削除できません。"
"Cannot update shopping cart.","ショッピングカートを更新できません。"
"Cannot update the item.","商品を更新できません。"
"Card Verification Number Visual Reference","カード確認番号ビジュアルリファレンス"
"Cart Product API","カート商品API"
"Cart Subtotal:","カート内小計："
"Change","変更"
"Change Billing Address","請求先住所変更"
