"%s","%s"
"-- Please Select --","-- Veuillez sélectionner --"
"Actions","Action"
"Add Layout Update","Ajouter une mise à jour"
"Add New Widget Instance","Ajouter un nouveau widget"
"All","Tous"
"All Pages","Toutes les pages"
"All Product Types","Tous les types de produits"
"Anchor Categories","Catégories fixes"
"Apply","Appliquer"
"Assign to Store Views","Assigner aux vues de la boutique"
"Big Image","Grande image"
"Block Reference","Bloc référence"
"CMS","CMS"
"Categories","Catégories"
"Choose...","Choisir"
"Close","Fermer"
"Continue","Continuer"
"Default Template","Modèle par défaut"
"Delete","Supprimer"
"Design Package/Theme","Thème visuel"
"Export to:","Exporter vers"
"Frontend Properties","Propriétés de l'interface"
"Generic Pages","Pages génériques"
"Images","Images"
"Insert Widget","Insérer un widget"
"Insert Widget...","Insérer un widget..."
"Layout Updates","Mise à jour de la disposition"
"Manage Widget Instances","Gérer les widgets lancés"
"New Instance","Nouvelle fenêtre"
"New Widget Instance","Nouveau widget"
"Next page","Page suivante"
"Non-Anchor Categories","Catégories non fixes"
"Not Selected","Non sélectionné"
"Open Chooser","Ouvrir le sélecteur"
"Page","Page"
"Please Select Block Reference First","Veuillez sélectionner le bloc de référence en premier"
"Previous page","Page précédente"
"Products","Produits"
"Remove Layout Update","Supprimer la mise à jour de la disposition"
"Save and Continue Edit","Sauvegarder et continuer l'édition"
"Select All","Tout sélectionner"
"Select Visible","Sélectionner le widget visible"
"Settings","Options"
"Sort Order","Trier les widgets"
"Sort Order of widget instances in the same block reference","Trier l'ordre des widgets dans le même bloc de référence"
"Specific %s","%s spécifique"
"Specified Page","Page spécifiée"
"Template","Modèle visuel"
"The information in this tab has been changed.","L'information sur cet onglet a été changée."
"The widget instance has been deleted.","Ce widget a été supprimé."
"The widget instance has been saved.","Ce widget a été sauvegardé."
"This tab contains invalid data. Please solve the problem before saving.","Cet onglet contient des données invalides. Veuillez résoudre ce problème avant d'enregistrer."
"Thumbnail","Miniature"
"Total %d records found","%d total d'enregistrements trouvés"
"Type","Type"
"Undefined Design Package or Theme.","Bloc de design ou thème non défini."
"Unselect All","Tout dé sélectionner"
"Unselect Visible","Désélectionner"
"View","Vue"
"Widget","Widget"
"Widget ""%s""","Widget ""%s"""
"Widget ID","Identifiant du widget"
"Widget Insertion","Insertion de widgets "
"Widget Instance","Widget"
"Widget Instance Title","Titre du widget"
"Widget Options","Options des widgets"
"Widget Type","Type de widget"
"Widget Type is not specified","Le type de widget n'est pas précisé"
"Widget instance is not full complete to create.","Le widget ne peut pas être crée car il n'est pas complet."
"Widgets","Widgets"
"Wrong widget instance specified.","Erreur sur la spécification de l'instance de widget."
"items selected","objets sélectionnés"
"of %s pages","de %s des pages"
"per page","par page"
