"%s - Discounts and Coupons","%s - ディスカウントとクーポン"
"%s - Special Products","%s - 特別商品"
"%s RSS Feed","%s RSSフィード"
"%s has reached a quantity of %s.","%sは%sの個数に達しました。"
"%s\'s Wishlist","%sの欲しい物リスト"
"Cannot retrieve the wishlist","欲しい物リストを取得できませんでした"
"Catalog","カタログ"
"Category Feeds","カテゴリフィード"
"Click for price","クリックして価格を確認"
"Comment: %s<br/>","コメント: %s<br/>"
"Coupons/Discounts","クーポン/ディスカウント"
"Current Status: %s<br/>","現在の状態: %s<br/>"
"Customer Name: %s","顧客名: %s"
"Customer Order Status Notification","顧客注文状態通知"
"Details for %s #%s","%s #%sの詳細"
"Discount","割引価格"
"Discount (%s)","割引価格 (%s)"
"Enable RSS","RSSを有効にする"
"Error in processing xml. %s","xml処理中にエラーが発生しました。%s"
"From:","開始:"
"Get Feed","フィードを取得"
"Gift Message","ギフトメッセージ"
"Grand Total","合計"
"Low Stock Products","在庫が残り僅かな商品"
"Message:","メッセージ:"
"Miscellaneous Feeds","利用可能なフィード"
"New Orders","新しい注文"
"New Products","新しい商品"
"New Products from %s","%sより新しい商品"
"Notified Date: %s<br/>","通知日: %s<br/>"
"Order # %s Notification(s)","ご注文番号 %s通知"
"Order #%s created at %s","ご注文番号 %s は%sに作成されました"
"Pending product review(s)","保留中の商品レビュー"
"Product: ""%s"" review By: %s","商品: ""%s"" %sによるレビュー"
"Product: <a href=""%s"">%s</a> <br/>","商品: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","%sでタグ付けされた商品"
"Purchased From: %s","%sから購入済み"
"RSS","RSSフィード"
"RSS Feeds","RSSフィード"
"RSS Feeds List","RSSフィード一覧"
"RSS Feeds Section","RSSフィードセクション"
"Review: %s <br/>","レビュー: %s<br/>"
"Rss Config","RSS設定"
"Shipping &amp; Handling","配送情報"
"Special Products","特別価格商品"
"Store: %s <br/>","店舗: %s<br/>"
"Subtotal","小計"
"Summary of review: %s <br/>","レビューの概要: %s <br/>"
"Tags Products","タグ商品"
"Tax","税"
"There are no Rss Feeds","RSSフィードがありません。"
"To:","終了:"
"Top Level Category","カテゴリの最上位"
"Total: %s<br/>","合計: %s<br/>"
"Wishlist","欲しい物リスト"
"click <a href=""%s"">here</a> to view the review","レビューを表示するには<a href=""%s"">ここをクリック</a>してください"
