"%s Index process is working now. Please try run this process later.","Se esta haciendo el proceso de indexeado en estos momentos. Por favor intente ealizar este proceso más tarde."
"%s index was rebuilt.","Porcentaje indexeado fue reconstruido"
"'%s' Index Process Information","Información del proceso de indexación"
"Action","Acción"
"Cannot initialize the indexer process.","No se puede iniciar el proceso de indexación"
"Change Index Mode","Cambiar la modalidad de indexación"
"Click here to go to <a href=""%s"">Cache Management</a> and refresh cache types.","Haga clic aquí para ir a <a href=""%s"">Administración de caché</a> y actualizar los tipos de caché."
"Click here to go to <a href=""%s"">Index Management</a> and rebuild required indexes.","Haga clic aquí para ir a <a href=""%s"">Administración de índices</a> y reconstruir los índices necesarios."
"Description","Descripción"
"Disable","Desactivar"
"Enable","Habilitar"
"General","General"
"Index","Indice"
"Index Description","Descripción del indice"
"Index Management","Gestión de Índices"
"Index Mode","Modalidad de indice"
"Index Name","Nombre de indice"
"Index mode","Modo de índice"
"Indexer code is not defined.","Codigo de indexeado no especificado"
"Indexer model is not defined.","Modelo de indexeado no definido"
"Indexer model should extend Mage_Index_Model_Indexer_Abstract.","Modelo de indexeado debería extender Mage_Index_Model_Indexer_Abstract."
"Manual Update","Actualización manual"
"Mode","Modalidad"
"Never","Nunca"
"No","No"
"One or more of the Indexes are not up to date:","Uno o mas índices no estan actualizados"
"Please select Index(es)","Por favor seleccione indice(s)"
"Please select Indexes","Por favor seleccione indices"
"Process Information","Información de proceso"
"Processing","Procesando"
"Ready","Listo"
"Refresh","Actualizar"
"Reindex Data","Volver a indexear los datos"
"Reindex Required","Volver a indexear requerido"
"Status","Estado"
"System","Sistema"
"The index has been saved.","El indice se ha guardado"
"There was a problem with reindexing process.","Hubo un problema con el proceso de indexear de nuevo"
"There was a problem with saving process.","Hubo un problema mientras se guardaba"
"Total of %d index(es) have changed index mode.","El porcentage del total de los indices ha cambiado el modelo de indexeado."
"Total of %d index(es) have reindexed data.","El porcentage del total de los indices ha vuelto a indexear los datos"
"Update Required","Es necesaria la actualización."
"Update on Save","actualización guardada"
"Updated At","Actualizado En"
"Yes","Sí"
