"%s","%s"
"-- Please Select --","-- Bitte auswählen --"
"Actions","Aktionen"
"Add Layout Update","Layout-Update hinzufügen"
"Add New Widget Instance","Neue Widget-Instanz hinzufügen"
"All","Alle"
"All Pages","Alle Seiten"
"All Product Types","Alle Produkttypen"
"Anchor Categories","Grundkategorien"
"Apply","Anwenden"
"Assign to Store Views","Zu Shopansichten zuweisen"
"Big Image","Größeres Bild"
"Block Reference","Blockreferenz"
"CMS","CMS"
"Categories","Kategorien"
"Choose...","Auswählen..."
"Close","Schließen"
"Continue","Fortsetzen"
"Default Template","Standardvorlage"
"Delete","Löschen"
"Design Package/Theme","Design-Paket/Theme"
"Export to:","Exportieren nach:"
"Frontend Properties","Oberflächeneigenschaften"
"Generic Pages","Generische Seiten"
"Images","Bilder"
"Insert Widget","Widgt einfügen"
"Insert Widget...","Widget einfügen..."
"Layout Updates","Layout-Updates"
"Manage Widget Instances","Widget-Instanzen verwalten"
"New Instance","Neue Instanz"
"New Widget Instance","Neue Widget-Instanz"
"Next page","Nächste Seite"
"Non-Anchor Categories","nicht grundlegende Kategorien"
"Not Selected","Nicht ausgewählt"
"Open Chooser","Chooser öffnen (Auswählfunktion öffnen)"
"Page","Seite"
"Please Select Block Reference First","Bitte erst Blockreferenz auswählen"
"Previous page","Vorhergehende Seite"
"Products","Produkte"
"Remove Layout Update","Layout-Update entfernen"
"Save and Continue Edit","Speichern und Bearbeitung fortsetzen"
"Select All","Alle auswählen"
"Select Visible","Sichtbare auswählen"
"Settings","Einstellungen"
"Sort Order","Sortierreihenfolge"
"Sort Order of widget instances in the same block reference","Sortierreihenfolge der Widget-Instanzen in der gleichen Blockreferenz"
"Specific %s","Spezifische %s"
"Specified Page","Bestimmte Seite"
"Template","Vorlage"
"The information in this tab has been changed.","Die Informationen in diesem Tab wurden geändert."
"The widget instance has been deleted.","Die Widget-Instanz wurde gelöscht."
"The widget instance has been saved.","Die Widget-Instanz wurde gespeichert."
"This tab contains invalid data. Please solve the problem before saving.","Der Tab enthält ungültige Daten. Bitte das Problem vor dem Speichern beheben."
"Thumbnail","Miniaturansicht"
"Total %d records found","Gesamtzahl von %d Einträgen gefunden"
"Type","Typ"
"Undefined Design Package or Theme.","Undefiniertes Designpaket oder Design"
"Unselect All","Alle abwählen"
"Unselect Visible","Sichtbare abwählen"
"View","Anzeigen"
"Widget","Widget"
"Widget ""%s""","Grafikobjekt ""%s"" "
"Widget ID","Widget-ID"
"Widget Insertion","Widget-Einbindung"
"Widget Instance","Widget-Instanz"
"Widget Instance Title","Widget-Instanz-Titel"
"Widget Options","Widget-Optionen"
"Widget Type","Widget-Typ"
"Widget Type is not specified","Widget-Typ nicht festgelegt"
"Widget instance is not full complete to create.","Widget-Instanz nicht zur Erstellung vollständig."
"Widgets","Widgets"
"Wrong widget instance specified.","Falsche Widget Instanz angegeben."
"items selected","Objekte ausgewählt"
"of %s pages","von %s Seiten"
"per page","pro Seite"
