"%d Shopping Cart Price Rules based on ""%s"" attribute have been disabled.","Se han desactivado las reglas de precio del carro de la compra %d basadas en el atributo ""%s""."
"Actions","Acciones"
"Active","Activo"
"Add New Rule","Añadir nueva regla"
"Apply","Solicitar"
"Apply To","Aplicar a."
"Apply the rule only if the following conditions are met (leave blank for all products)","Aplíquese la regla sólo si se cumplen las siguientes condiciones (dejar en blanco para todos los productos)"
"Apply the rule only to cart items matching the following conditions (leave blank for all items)","Aplíquese la regla sólo a los artículos del carro que se ajusten a las siguientes condiciones (dejar en blanco para todos los artículos)"
"Apply the rule to cart items matching the following conditions","Aplíquese la regla a los artículos del carro que se ajusten a las siguientes condiciones"
"Apply to Shipping Amount","Aplíquese a la Cantidad de Envío"
"Auto","Auto"
"Buy X get Y free (discount amount is Y)","Compre X y llévese Y gratis (la cantidad descontada es Y)"
"By Fixed Amount","Por Cantidad Fija"
"By Fixed value","Por valor Fijo"
"By Percentage","Por Porcentaje"
"By Percentage of the Original Price","Según porcentaje sobre el Precio Original"
"Can\'t acquire coupon.","No se puede adquirir el cupón."
"Cart Attribute","Atributos del Carro"
"Catalog","Catálogo"
"Conditions","Condiciones"
"Conditions combination","Combinación de condiciones"
"Coupon","Cupón"
"Coupon Code","Código de cupón"
"Customer Groups","Grupos de Cliente"
"Customer is new buyer: %s","El cliente es un comprador nuevo: %s"
"Customer registered: %s","Cliente registrado: %s"
"Date Expire","Fecha de caducidad"
"Date Start","Fecha de inicio"
"Default Label","Etiqueta por Defecto"
"Default Rule Label for All Store Views","Etiqueta Normativa por Defecto para Todas las Vistas de la Tienda"
"Delete Rule","Eliminar Regla"
"Description","Descripción"
"Description: %s","Descripción: %s"
"Discount Amount","Cantidad Descontada"
"Discount Qty Step (Buy X)","Paso de Cantidad Descontada (Comprar X)"
"Edit Rule","Editar Regla"
"Edit Rule '%s'","Editar Regla '%s'"
"Expire at: %s","Expira en: %s"
"FOUND","ENCONTRADO"
"Fixed amount discount","Descuento de cantidad fija"
"Fixed amount discount for whole cart","Descuento de cantidad fija para el carro completo"
"For matching items only","Sólo para artículos correspondientes"
"For shipment with matching items","Para envíos con artículos correspondientes"
"Free Shipping","Transporte gratuito"
"From Date","A partir de la fecha"
"General Information","Información general"
"ID","ID"
"Inactive","Inactivo"
"Item totals are not set for rule.","No se han establecido totales de artículo para la regla."
"Labels","Etiquetas"
"Maximum Qty Discount is Applied To","Se aplica la Máxima Cantidad Descontada"
"NOT FOUND","NO ENCONTRADO"
"NOT LOGGED IN","NO CONECTADO"
"Name: %s","Nombre: %s"
"New Rule","Nueva Regla"
"No","No"
"No Coupon","Sin cupón"
"Number of Uses","Número de Usos"
"Payment Method","Método de pago"
"Percent of product price discount","Porcentaje de descuento en el precio del producto"
"Period","Período"
"Price in cart","Precio en el carrito"
"Priority","Prioridad"
"Product attribute combination","Combinación de atributos de producto"
"Products subselection","Subselección de productos"
"Promotions","Promociones"
"Public In RSS Feed","Publicar feed RSS"
"Quantity in cart","Cantidad en el carrito"
"Row total in cart","Total de filas en el carrito"
"Rule Information","Información sobre la Regla"
"Rule Name","Nombre de la Regla"
"Sales Discount Amount","Importe de ventas con descuento"
"Sales Subtotal Amount","Importe subtotal de ventas"
"Sales Total Amount","Importe total de ventas"
"Save Rule","Guardar Regla"
"Save and Continue Edit","Guardar y continuar editando"
"Shipping Country","País de envío"
"Shipping Method","Método de envío"
"Shipping Postcode","Código Postal"
"Shipping Region","Región de envío"
"Shipping State/Province","Provincia/Estado de envío"
"Shopping Cart Price Rule","Regla del precio del carro de compra."
"Shopping Cart Price Rules","Reglas de Precio de Carro de Compra"
"Special Price","Precio especial"
"Specific Coupon","Cupón específico"
"Start at: %s","Comienza a partir de: %s"
"Status","Estado"
"Stop Further Rules Processing","Detener el Procesamiento de Reglas adicionales"
"Store View Specific Labels","Etiquetas específicas de la vista de tienda"
"Subtotal","Subtotal"
"Subtotal Amount","Cantidad subtotal"
"The rule has been deleted.","La regla ha sido eliminada."
"The rule has been saved.","La regla ha sido guardada."
"This rule no longer exists.","Esta regla ya no existe."
"To Date","Hasta la fecha"
"To Fixed Amount","Según cantidad fija"
"To Fixed Value","Para Valor Fijo"
"To Percentage","Para Porcentaje"
"To Percentage of the Original Price","Según porcentaje del precio original"
"Total","Total"
"Total Amount","Cantidad total."
"Total Items Quantity","Cantidad total de artículos"
"Total Weight","Peso total"
"Unable to find a rule to delete.","No se puede encontrar una regla para eliminar."
"Update Prices Using the Following Information","Actualiza los precios usando la siguiente información"
"Update prices using the following information","Actualizar precios utilizando la siguiente información"
"Update product's %s %s: %s","Actualizar los productos de %s %s: %s"
"Update the Product","Actualizar el Producto"
"Uses per Coupon","Usos por cupón"
"Uses per Customer","Usos por cliente"
"Wrong rule specified.","Regla especificada incorrecta."
"Yes","Sí"
