"%s was added to your shopping cart.","%s is aan uw mandje toegevoegd."
"%s was updated in your shopping cart.","%s is bijgewerkt in uw winkelmandje."
"* Required Fields","* Vereiste Velden"
"Add New Address","Adres Toevoegen"
"Add New Condition","Nieuwe voorwaarde toevoegen"
"Add coupon code for shopping cart","Vouchercode voor winkelmandje toevoegen"
"Add gift messages to shopping cart","Cadeauboodschappen aan winkelmandje toevoegen"
"Add product to shopping cart","Product aan winkelmandje toevoegen"
"Add product(s) to shopping cart","Product(en) aan winkelmandje toevoegen"
"Add to Cart","Voeg toe aan winkelwagen"
"Add to Compare","Toevoegen om te vergelijken"
"Add to Wishlist","Aan wenslijst toevoegen"
"Additional Product Info","Verdere productinformatie"
"Address","Adres"
"Address %s of %s","Adres %s van %s"
"After Adding a Product Redirect to Shopping Cart","Ga na het toevoegen van een product naar het mandje"
"Allow Guest Checkout","Gasten toestaan om uit te checken"
"Already registered?","Bent u al geregistreerd?"
"An error occurred in the process of payment","Er heeft zich een fout voorgedaan in het betalingsproces"
"An error occurred while deleting this condition.","Er heeft zich een fout voorgedaan bij het verwijderen van deze voorwaarde"
"An error occurred while saving this condition.","Er heeft zich een fout voorgedaan bij het opslaan van deze voorwaarde."
"Apply Coupon","Coupon gebruiken"
"Are you sure you would like to remove this item from the shopping cart?","Weet u zeker dat u dit artikel uit uw mandje wilt verwijderen?"
"Back","Terug"
"Back to Billing Information","Terug naar de betalingsinformatie"
"Back to Select Addresses","Terug naar de adresselectie"
"Back to Shipping Information","Terug naar de verzendingsinformatie"
"Back to Shopping Cart","Terug naar het mandje"
"Based on your selection, you may be interested in the following items:","Gebaseerd op uw keuze, bent u misschien geïnteresseerd in de volgende items:"
"Billing Address","Factuuradres"
"Billing Information","Betalingsinformatie"
"Billing Information - %s","Betalingsinformatie - %s"
"Cancel Coupon","Coupon annuleren"
"Cannot add item to the shopping cart.","Het item kan niet aan het mandje toegevoegd worden."
"Cannot add the item to shopping cart","Het item kan niet aan het mandje toegevoegd worden."
"Cannot add the item to shopping cart.","Het item kan niet aan het mandje toegevoegd worden."
"Cannot apply the coupon code.","De couponcode kan niet gebruikt worden."
"Cannot configure product.","Kan product niet configureren."
"Cannot open the overview page","De overzichtspagina kan niet geopend worden"
"Cannot process the item.","Kan artikel niet verwerken."
"Cannot remove the item.","Het item kan niet verwijderd worden."
"Cannot update shopping cart.","Het mandje kan niet geupdate worden"
"Cannot update the item.","Kan artikel niet bijwerken."
"Card Verification Number Visual Reference","Visuele referentie kaartverificatienummer"
"Cart Product API","Mandje product API"
"Cart Subtotal:","Subtotaal mandje:"
"Change","Wijzigen"
"Change Billing Address","Verander Factuuradres"
"Checkbox Text","Tekst checkbox"
"Checkout","Betalen"
"Checkout Conditions","Betalingsvoorwaarden"
"Checkout Method","Betalingsmethode"
"Checkout Options","Betalingsopties"
"Checkout Progress Wrapper","Afrekening voortgang wrapper"
"Checkout Section","Betalingsdeel"
"Checkout Terms and Conditions","Algemene Voorwaarden Afrekenen"
"Checkout as Guest","Als een gast uitchecken"
"Checkout as a Guest or Register","Betalen als een gast of registreren"
"Checkout with Multiple Addresses","Met meerdere adressen uitchecken"
"City","Stad"
"Clear Shopping Cart","Maak winkelwagen leeg"
"Click <a href=""%s"" onclick=""this.target=\'_blank\'"">here to print</a> a copy of your order confirmation.","Klik <a href=""%s"">hier</a> om een kopie van uw bestellingsbevestiging te printen."
"Click <a href=""%s"">here</a> to continue shopping.","Klik <a href=""%s"">here</a> om door te gaan met winkelen."
"Close","Sluiten"
"Company","Bedrijf"
"Condition Name","Naam voorwaarde"
"Configurable Product Image","Instelbare productafbeelding"
